"","city","state"
"7081","FORT MILL","39"
"4216","EAST GREENWICH TOWNSHIP","29"
"6664","BRIDGEPORT","37"
"6434","NORTH EAST","37"
"3309","MARINE CITY","21"
"3921","WINNEMUCCA","27"
"8400","NORTH SLOPE BOROUGH","50"
"1092","GREEN COVE SPRINGS","9"
"3433","WINDOM","22"
"2259","RUSSELL","15"
"346","FORDYCE","3"
"7150","TRENTON","41"
"5391","MONROE","34"
"1250","MADEIRA BEACH","9"
"3766","NORTHWOODS","24"
"2178","CLAY CENTER","15"
"5187","AHOSKIE","32"
"97","DALEVILLE","1"
"3685","MALDEN","24"
"7270","MULESHOE","42"
"1580","STONE PARK","12"
"3914","FALLON","27"
"153725","ROGERSVILLE","41"
"166087","ST. JAMES","22"
"212645","WILLIS","42"
"4310","BRADLEY BEACH","29"
"6849","HONESDALE","37"
"5258","AYDEN","32"
"1248","KENNETH CITY","9"
"7711","WOODS CROSS","43"
"3715","BROOKFIELD","24"
"5849","MARLOW","35"
"2396","LUDLOW","16"
"4525","RUIDOSO","30"
"1516","EMMETT","11"
"10307","SPARTA","12"
"3651","LELAND","23"
"8092","POINT PLEASANT","47"
"4161","MAGNOLIA","29"
"5597","BROOKVILLE","34"
"5331","MOUNT OLIVE","32"
"7632","LAKE WORTH","42"
"3004","BUCHANAN","21"
"115","WETUMPKA","1"
"8403","KENAI","50"
"5092","MOREHEAD CITY","32"
"7087","BELLE FOURCHE","40"
"7262","DIBOLL","42"
"5924","FLORENCE","36"
"1468","DAWSON","10"
"3354","SOUTH HAVEN","21"
"7430","WHITE OAK","42"
"3942","JAFFREY","28"
"83571","WASHOUGAL","46"
"2980","ALLEGAN","21"
"2233","OSAWATOMIE","15"
"7616","TULIA","42"
"122962","POCONO MOUNTAIN REGIONAL","37"
"2627","MADISON","18"
"7766","NEWPORT","44"
"53490","KAPLAN","17"
"411","DE QUEEN","3"
"861","EDGEWATER","5"
"7550","PALACIOS","42"
"1933","WILMINGTON","12"
"7738","GRANTSVILLE","43"
"95533","WARREN","20"
"4019","CHARLESTOWN","28"
"280","TOLLESON","2"
"3634","WINONA","23"
"7593","HEARNE","42"
"285","HOLBROOK","2"
"1504","SANDPOINT","11"
"5106","SILER CITY","32"
"7272","ELGIN","42"
"7892","OTHELLO","46"
"16792","JACKSON","49"
"2062","EVANSDALE","14"
"1378","ELBERTON","10"
"3711","LEXINGTON","24"
"348","DUMAS","3"
"7540","MCGREGOR","42"
"165597","ST. LOUIS","21"
"3589","BUFFALO","22"
"1368","CLARKSTON","10"
"7298","NEW BOSTON","42"
"80345","WAPPINGERS FALLS VILLAGE","31"
"57081","WEST BRANDYWINE TOWNSHIP","37"
"3494","INTERNATIONAL FALLS","22"
"5607","NEW LEXINGTON","34"
"128","FAYETTE","1"
"2489","CHURCH POINT","17"
"7407","STAFFORD","42"
"358","NASHVILLE","3"
"13915","GREENFIELD","34"
"7046","MULLINS","39"
"13904","SILVERTON","34"
"150656","CHARLESTON","24"
"150654","ELDON","24"
"1490","GARDEN CITY","11"
"2117","GLENWOOD","14"
"855","GLENWOOD SPRINGS","5"
"3196","UTICA","21"
"221","CHILDERSBURG","1"
"7251","SPARTA","41"
"5199","SELMA","32"
"5771","PURCELL","35"
"4014","FARMINGTON","28"
"2071","CHEROKEE","14"
"4413","POINT PLEASANT BEACH","29"
"3932","MEREDITH","28"
"15117","NEW HANOVER TOWNSHIP","37"
"9239","GUNNISON","5"
"5204","LINCOLNTON","32"
"7450","SEABROOK","42"
"6962","BARNWELL","39"
"4439","PENNS GROVE","29"
"4540","BLOOMFIELD","30"
"7792","EMPORIA","45"
"40701","NORTHEASTERN REGIONAL","37"
"1453","EATONTON","10"
"7206","SWEETWATER","41"
"3287","ZEELAND","21"
"6823","DONORA","37"
"2060","VINTON","14"
"11008","PATTERSON","17"
"998","SMYRNA","7"
"3817","SIDNEY","25"
"2272","COLBY","15"
"805","CORNING","4"
"43428","PEMBROKE PARK","9"
"93105","CALIMESA","4"
"8389","KODIAK","50"
"56","PIEDMONT","1"
"14599","ATHENS TOWNSHIP","37"
"10256","STAUNTON","12"
"3567","MORRIS","22"
"1227","PAHOKEE","9"
"3038","CHEBOYGAN","21"
"7951","PORT ORCHARD","46"
"7610","CENTER","42"
"1427","BARNESVILLE","10"
"3244","HOLLY","21"
"7967","STEILACOOM","46"
"4708","LITTLE FALLS","31"
"1008","NEW CASTLE","7"
"3535","REDWOOD FALLS","22"
"122712","MID-CUMBERLAND VALLEY RE","37"
"483","MENDOTA","4"
"1237","DADE CITY","9"
"4149","CLEMENTON","29"
"3990","PEMBROKE","28"
"8188","MADISON TOWN","48"
"7709","SUNSET","43"
"7583","LIVINGSTON","42"
"8213","BERLIN","48"
"255","PAGE","2"
"115521","BATESBURG-LEESVILLE","39"
"8291","RICHLAND CENTER","48"
"54260","NORTHFIELD TOWNSHIP","21"
"1307","DE FUNIAK SPRINGS","9"
"7314","FALFURRIAS","42"
"165907","ST. FRANCIS","22"
"7527","DAYTON","42"
"2494","MARKSVILLE","17"
"166457","HILLSBOROUGH","28"
"5461","VERMILION","34"
"80374","TICONDEROGA TOWN","31"
"3250","MILFORD","21"
"1371","EASTMAN","10"
"5110","EDENTON","32"
"9200","SHERIDAN","5"
"7472","ELSA","42"
"80514","ALBION VILLAGE","31"
"4440","SALEM","29"
"9771","STONE MOUNTAIN","10"
"4035","MULLICA TOWNSHIP","29"
"7618","AZLE","42"
"2506","MANSFIELD","17"
"1439","CAMILLA","10"
"1527","RUPERT","11"
"11719","ROYAL OAK TOWNSHIP","21"
"42965","BIG BEAR LAKE","4"
"3029","SPRINGFIELD","21"
"5829","TECUMSEH","35"
"4532","TUCUMCARI","30"
"70","JACKSON","1"
"896","EVANS","5"
"7337","CHILDRESS","42"
"3260","SOUTH LYON","21"
"7981","MARYSVILLE","46"
"5117","WHITEVILLE","32"
"1392","HAPEVILLE","10"
"1362","ADEL","10"
"3058","KINGSFORD","21"
"3963","PLYMOUTH","28"
"2179","CONCORDIA","15"
"11468","COLOMA TOWNSHIP","21"
"3088","IRONWOOD","21"
"7","MIDFIELD","1"
"6989","WALTERBORO","39"
"6947","ABBEVILLE","39"
"2544","PONCHATOULA","17"
"5399","MILFORD","34"
"7165","BOLIVAR","41"
"1142","CLEWISTON","9"
"4543","TRUTH OR CONSEQUENCES","30"
"1022","SEAFORD","7"
"6781","SELINSGROVE","37"
"7556","ROCKDALE","42"
"3639","BATESVILLE","23"
"5591","MORAINE","34"
"10356","HOOPESTON","12"
"5714","HUGO","35"
"7494","EDNA","42"
"1664","STEGER","12"
"5893","PRINEVILLE","36"
"120","BREWTON","1"
"5688","NORTHWOOD","34"
"8375","POWELL","49"
"511","TAFT","4"
"6982","CHERAW","39"
"1125","NEPTUNE BEACH","9"
"1988","NORTH VERNON","13"
"1400","CALHOUN","10"
"1049","STARKE","9"
"7605","SINTON","42"
"2468","SHELBYVILLE","16"
"5210","WILLIAMSTON","32"
"622","LIVINGSTON","4"
"1687","ROBBINS","12"
"2308","DAYTON","16"
"7602","INGLESIDE","42"
"7219","ROCKWOOD","41"
"5126","HOPE MILLS","32"
"182411","CARL JUNCTION","24"
"2057","CENTERVILLE","14"
"6275","LEHIGHTON","37"
"1158","CLERMONT","9"
"80572","BATH VILLAGE","31"
"7189","LENOIR CITY","41"
"7624","EVERMAN","42"
"5950","MONMOUTH","36"
"3202","ISHPEMING","21"
"7333","ATLANTA","42"
"4006","RAYMOND","28"
"5623","CLYDE","34"
"216248","WALKER","17"
"250641","PALMVIEW","42"
"8148","BUCKHANNON","47"
"4538","AZTEC","30"
"7734","RICHFIELD","43"
"6980","CHESTER","39"
"33267","SNOHOMISH","46"
"1143","BROOKSVILLE","9"
"3730","RICHMOND","24"
"7999","GRANDVIEW","46"
"7354","ADDISON","42"
"186","MONROEVILLE","1"
"2512","JEANERETTE","17"
"14332","LINCOLN CITY","36"
"2548","LEESVILLE","17"
"4589","SALAMANCA","31"
"15611","LA VERGNE","41"
"6011","DUQUESNE","37"
"3122","BELDING","21"
"5721","VINITA","35"
"2163","IOLA","15"
"4188","FAIRFIELD TOWNSHIP","29"
"7420","SANTA FE","42"
"4549","BELEN","30"
"5731","PAULS VALLEY","35"
"4004","PLAISTOW","28"
"7534","SLATON","42"
"1869","BARTONVILLE","12"
"589","SIGNAL HILL","4"
"1011","ELSMERE","7"
"3065","PETOSKEY","21"
"3031","DOWAGIAC","21"
"4533","ESPANOLA","30"
"7903","CAMAS","46"
"2563","HOULTON","18"
"800","RIVERBANK","4"
"7066","FOREST ACRES","39"
"1325","WAYNESBORO","10"
"2605","RUMFORD","18"
"4309","BELMAR","29"
"16282","COVINGTON","45"
"7399","MARLIN","42"
"1163","MOUNT DORA","9"
"80378","MALONE VILLAGE","31"
"63","CLANTON","1"
"6739","MOUNT CARMEL","37"
"3123","IONIA","21"
"5808","HENRYETTA","35"
"1483","SANDERSVILLE","10"
"7171","LEXINGTON","41"
"83839","TOWN OF MADISON","48"
"3801","LEWISTOWN","25"
"5506","HARRISON","34"
"198","ROANOKE","1"
"3167","LAPEER","21"
"7622","CROWLEY","42"
"165543","ONTWA TWP-EDWARDSBURG","21"
"7415","HITCHCOCK","42"
"3506","LITCHFIELD","22"
"7519","LITTLEFIELD","42"
"388","HELENA","3"
"10560","MAQUOKETA","14"
"7772","BEDFORD","45"
"7143","WINCHESTER","41"
"28551","CARROLLTON TOWNSHIP","21"
"27","CHICKASAW","1"
"6995","SUMMERVILLE","39"
"1194","APOPKA","9"
"4009","SEABROOK","28"
"3727","BOLIVAR","24"
"296","ELOY","2"
"4954","MONTICELLO","31"
"22754","MCKEES ROCKS","37"
"392","TRUMANN","3"
"183","ARAB","1"
"3706","DE SOTO","24"
"7240","COVINGTON","41"
"182507","CARUTHERSVILLE","24"
"7431","NAVASOTA","42"
"4227","PAULSBORO","29"
"7553","HONDO","42"
"80595","MONTICELLO VILLAGE","31"
"166155","RICHLAND","23"
"7526","CLEVELAND","42"
"1121","ARCADIA","9"
"122","ATTALLA","1"
"3200","MANISTEE","21"
"1367","CHAMBLEE","10"
"7955","CHEHALIS","46"
"4021","NEWPORT","28"
"165011","ST. MARTINVILLE","17"
"6320","CLEARFIELD","37"
"1153","MARIANNA","9"
"7182","RIPLEY","41"
"2625","FAIRFIELD","18"
"1847","EAST ALTON","12"
"7521","LAMPASAS","42"
"8100","PRINCETON","47"
"6990","DARLINGTON","39"
"2485","VERSAILLES","16"
"80317","HORSEHEADS VILLAGE","31"
"7001","LAKE CITY","39"
"2305","PRINCETON","16"
"3412","SPRING LAKE PARK","22"
"23941","HARRIMAN","41"
"2276","BONNER SPRINGS","15"
"5127","SPRING LAKE","32"
"232356","TARRANT","1"
"2636","OLD ORCHARD BEACH","18"
"7669","MONAHANS","42"
"7264","ARANSAS PASS","42"
"2993","HASTINGS","21"
"69770","PLAQUEMINE","17"
"6992","DILLON","39"
"7008","GREER","39"
"7026","CAMDEN","39"
"7083","YORK","39"
"7579","CARTHAGE","42"
"7130","CROSSVILLE","41"
"25812","DESERT HOT SPRINGS","4"
"1257","TREASURE ISLAND","9"
"4880","NYACK","31"
"3673","HARRISONVILLE","24"
"1221","LAKE PARK","9"
"4509","RATON","30"
"3631","COLUMBIA","23"
"3519","EAST GRAND FORKS","22"
"7286","KIRBY","42"
"7266","PLEASANTON","42"
"166113","BAY ST. LOUIS","23"
"7112","ALCOA","41"
"7382","CUERO","42"
"1293","LIVE OAK","9"
"8001","TOPPENISH","46"
"8382","EVANSTON","49"
"60","LANETT","1"
"22346","BELPRE","34"
"1857","METROPOLIS","12"
"2670","ELKTON","19"
"88","OPP","1"
"3635","PHILADELPHIA","23"
"184","BOAZ","1"
"7870","GALAX","45"
"1259","AUBURNDALE","9"
"3848","LEXINGTON","26"
"14234","SALLISAW","35"
"522","SUSANVILLE","4"
"7422","GONZALES","42"
"1520","JEROME","11"
"2078","DENISON","14"
"7486","CROCKETT","42"
"1456","CONYERS","10"
"7530","MEXIA","42"
"7167","SAVANNAH","41"
"7401","BONHAM","42"
"338","MORRILTON","3"
"2846","AYER","20"
"102952","MOUNT VERNON","13"
"202","PELL CITY","1"
"7739","VERNAL","43"
"1787","FOX LAKE","12"
"4621","HUDSON","31"
"3413","EAST BETHEL","22"
"1312","WINDER","10"
"7446","HUMBLE","42"
"681","PERRIS","4"
"1198","WINTER GARDEN","9"
"7894","CLARKSTON","46"
"7990","TUMWATER","46"
"8374","CODY","49"
"2263","HAYSVILLE","15"
"2583","FARMINGTON","18"
"1294","PERRY","9"
"5147","KERNERSVILLE","32"
"1690","ROBINSON","12"
"8","TARRANT CITY","1"
"127562","OSCODA TOWNSHIP","21"
"7045","MARION","39"
"675","BEAUMONT","4"
"1131","QUINCY","9"
"504","ARVIN","4"
"5186","HENDERSONVILLE","32"
"361","NEWPORT","3"
"5933","SWEET HOME","36"
"7489","COMMERCE","42"
"1336","GARDEN CITY","10"
"7188","FAYETTEVILLE","41"
"2813","ORANGE","20"
"5774","IDABEL","35"
"676","BLYTHE","4"
"8264","SPARTA","48"
"3102","HOUGHTON","21"
"5759","POTEAU","35"
"3177","HOWELL","21"
"3319","THREE RIVERS","21"
"295","COOLIDGE","2"
"7495","JASPER","42"
"8361","LANDER","49"
"3027","MARSHALL","21"
"7126","NEWPORT","41"
"5750","BLACKWELL","35"
"88780","HERKIMER VILLAGE","31"
"810","LINDSAY","4"
"5164","OXFORD","32"
"182","GUNTERSVILLE","1"
"2172","AUGUSTA","15"
"2420","RUSSELLVILLE","16"
"262","SAFFORD","2"
"4616","NORWICH","31"
"51","GREENVILLE","1"
"9275","LA JUNTA","5"
"7136","DICKSON","41"
"9197","ALAMOSA","5"
"5976","GETTYSBURG","37"
"7482","HILLSBORO","42"
"3936","CONWAY","28"
"1045","SPRINGFIELD","9"
"683","SAN JACINTO","4"
"7945","DES MOINES","46"
"1349","RIVERDALE","10"
"1698","CLINTON","12"
"7841","FRANKLIN","45"
"172","DEMOPOLIS","1"
"34","BAY MINETTE","1"
"2434","MAYSVILLE","16"
"134657","SALISBURY","20"
"10992","TALLULAH","17"
"2598","ROCKLAND","18"
"40927","LA FOLLETTE","41"
"7574","BRIDGE CITY","42"
"7153","PULASKI","41"
"9265","CORTEZ","5"
"4354","BUTLER","29"
"8388","KETCHIKAN","50"
"80559","SCOTIA VILLAGE","31"
"7956","SHELTON","46"
"7127","MANCHESTER","41"
"63798","LAKEWOOD-BUSTI","31"
"5194","SMITHFIELD","32"
"2706","MOUNT RAINIER","19"
"7582","FORT STOCKTON","42"
"7276","HARKER HEIGHTS","42"
"3094","HILLSDALE","21"
"1755","JERSEYVILLE","12"
"381","OSCEOLA","3"
"5509","LOVELAND","34"
"769","ANDERSON","4"
"119","ATMORE","1"
"5929","NEWPORT","36"
"1374","DOUGLASVILLE","10"
"2539","FRANKLIN","17"
"7052","SENECA","39"
"2510","VILLE PLATTE","17"
"7479","SAN JUAN","42"
"3516","THIEF RIVER FALLS","22"
"28902","HOLLY SPRINGS","23"
"1888","CENTREVILLE","12"
"8393","SITKA","50"
"7149","MILAN","41"
"7536","BELLMEAD","42"
"8185","MONONA","48"
"6326","SANDY TOWNSHIP","37"
"494","FORTUNA","4"
"1189","CRESTVIEW","9"
"2469","FRANKLIN","16"
"3518","CROOKSTON","22"
"3388","RIVER ROUGE","21"
"3984","FRANKLIN","28"
"2270","WELLINGTON","15"
"8168","RICE LAKE","48"
"3490","GRAND RAPIDS","22"
"32646","DICKINSON","42"
"41623","MONTPELIER","44"
"7528","LIBERTY","42"
"1449","CEDARTOWN","10"
"1196","OCOEE","9"
"345","WYNNE","3"
"41599","MIDDLEBURY","44"
"5593","TROTWOOD","34"
"1753","MURPHYSBORO","12"
"3414","HAM LAKE","22"
"4550","GRANTS","30"
"2542","COVINGTON","17"
"1144","AVON PARK","9"
"201746","BRIMFIELD TOWNSHIP","34"
"80","TUSCUMBIA","1"
"9196","FEDERAL HEIGHTS","5"
"6","LEEDS","1"
"3219","GREENVILLE","21"
"2169","FORT SCOTT","15"
"8179","PORTAGE","48"
"3060","CHARLOTTE","21"
"1122","ATLANTIC BEACH","9"
"2714","EASTON","19"
"1589","CALUMET PARK","12"
"289","WINSLOW","2"
"245943","D'IBERVILLE","23"
"7322","LOCKHART","42"
"7700","PRICE","43"
"1222","LANTANA","9"
"7077","UNION","39"
"7032","CLINTON","39"
"5557","OBERLIN","34"
"2811","MONTAGUE","20"
"3120","LANSING TOWNSHIP","21"
"5468","HILLIARD","34"
"1446","FORT VALLEY","10"
"389","WEST HELENA","3"
"5526","KENTON","34"
"875","CRAIG","5"
"315","MOUNTAIN HOME","3"
"3207","LUDINGTON","21"
"7705","CENTERVILLE","43"
"3574","WASECA","22"
"2626","SKOWHEGAN","18"
"3793","NEVADA","24"
"266","AVONDALE","2"
"2746","ADAMS","20"
"8461","VALLEY","1"
"7028","LANCASTER","39"
"3646","INDIANOLA","23"
"7163","SODDY-DAISY","41"
"7132","GOODLETTSVILLE","41"
"4868","RENSSELAER","31"
"7743","PAYSON","43"
"41171","SEAGOVILLE","42"
"5274","ROCKINGHAM","32"
"7148","HUMBOLDT","41"
"9257","TRINIDAD","5"
"11483","PENNFIELD TOWNSHIP","21"
"5177","DUNN","32"
"119847","BUENA VISTA TOWNSHIP","21"
"1877","OLNEY","12"
"2524","DENHAM SPRINGS","17"
"798","OAKDALE","4"
"7923","HOQUIAM","46"
"5725","CLINTON","35"
"1269","LAKE WALES","9"
"14709","EAST WHITELAND TOWNSHIP","37"
"3552","VIRGINIA","22"
"1093","ORANGE PARK","9"
"5528","NAPOLEON","34"
"5111","KINGS MOUNTAIN","32"
"55","JACKSONVILLE","1"
"4834","PORT JERVIS","31"
"5051","GRAHAM","32"
"5063","WASHINGTON","32"
"7005","GEORGETOWN","39"
"1180","PALMETTO","9"
"7692","GRAHAM","42"
"58","OXFORD","1"
"3210","MENOMINEE","21"
"105484","SOCORRO","30"
"3021","ALBION","21"
"2516","WESTWEGO","17"
"5145","TARBORO","32"
"5227","SOUTHERN PINES","32"
"10259","BETHALTO","12"
"6965","BEAUFORT","39"
"87","ANDALUSIA","1"
"7428","KILGORE","42"
"3976","MILFORD","28"
"451","OROVILLE","4"
"2471","CAMPBELLSVILLE","16"
"7202","LEWISBURG","41"
"7304","CLUTE","42"
"11980","SAINT PETER","22"
"2742","SANDWICH","20"
"80549","POTSDAM VILLAGE","31"
"2685","HAVRE DE GRACE","19"
"7673","WHARTON","42"
"1195","MAITLAND","9"
"1145","SEBRING","9"
"3600","WEST POINT","23"
"1401","CAIRO","10"
"7374","LAMESA","42"
"41622","BARRE","44"
"6375","MIDDLETOWN","37"
"1481","MONROE","10"
"6487","CARBONDALE","37"
"2669","WESTMINSTER","19"
"7047","BENNETTSVILLE","39"
"165","TUSKEGEE","1"
"3919","ELKO","27"
"7221","MURFREESBORO","41"
"9273","FORT MORGAN","5"
"5559","SHEFFIELD LAKE","34"
"7680","RAYMONDVILLE","42"
"1928","LOCKPORT","12"
"312","STUTTGART","3"
"7649","BROWNFIELD","42"
"3017","COLDWATER","21"
"80629","NEWARK VILLAGE","31"
"7825","PULASKI","45"
"723","PASO ROBLES","4"
"3740","BERKELEY","24"
"3091","ALMA","21"
"7222","SMYRNA","41"
"79","SHEFFIELD","1"
"357","MALVERN","3"
"57076","UWCHLAN TOWNSHIP","37"
"7031","LAURENS","39"
"3957","HANOVER","28"
"8362","RIVERTON","49"
"1096","LAKE CITY","9"
"2236","INDEPENDENCE","15"
"8000","SUNNYSIDE","46"
"1925","CREST HILL","12"
"3504","HUTCHINSON","22"
"1184","STUART","9"
"7088","VERMILLION","40"
"7170","BROWNSVILLE","41"
"3807","HAVRE","25"
"4030","HAMILTON TOWNSHIP","29"
"3318","STURGIS","21"
"4113","BURLINGTON","29"
"8234","MERRILL","48"
"258458","FOSTORIA","34"
"3948","BERLIN","28"
"3512","WORTHINGTON","22"
"806","RED BLUFF","4"
"3368","ECORSE","21"
"3024","BEDFORD TOWNSHIP","21"
"324","HARRISON","3"
"2999","HAMPTON TOWNSHIP","21"
"3710","LEBANON","24"
"7261","ANDREWS","42"
"8880","CLEARLAKE","4"
"5671","LEBANON","34"
"356","HOPE","3"
"7405","RICHMOND","42"
"3384","MELVINDALE","21"
"6742","SUNBURY","37"
"1272","PALATKA","9"
"7049","NEWBERRY","39"
"7019","CONWAY","39"
"1301","HOLLY HILL","9"
"3629","BROOKHAVEN","23"
"6393","DARBY","37"
"2235","COFFEYVILLE","15"
"2535","EUNICE","17"
"4517","SILVER CITY","30"
"828","MARYSVILLE","4"
"4317","FREEHOLD","29"
"1605","SUMMIT","12"
"301","APACHE JUNCTION","2"
"7469","DONNA","42"
"5516","READING","34"
"4323","KEANSBURG","29"
"3404","CADILLAC","21"
"3000","BENTON HARBOR","21"
"1444","COVINGTON","10"
"4528","DEMING","30"
"7464","ATHENS","42"
"2222","PARSONS","15"
"10984","JENNINGS","17"
"7725","SOUTH SALT LAKE","43"
"7185","LAWRENCEBURG","41"
"7229","MILLINGTON","41"
"5669","VAN WERT","34"
"1852","CENTRALIA","12"
"3380","HIGHLAND PARK","21"
"6332","BERWICK","37"
"3675","EXCELSIOR SPRINGS","24"
"3209","BIG RAPIDS","21"
"4923","CORNING","31"
"7722","MIDVALE","43"
"4341","RED BANK","29"
"7208","UNION CITY","41"
"2986","ALPENA","21"
"10569","KEOKUK","14"
"7039","WEST COLUMBIA","39"
"1474","VIDALIA","10"
"1364","CORDELE","10"
"5553","AMHERST","34"
"4819","CANANDAIGUA","31"
"9259","STERLING","5"
"4018","SOMERSWORTH","28"
"7568","SWEETWATER","42"
"7609","SNYDER","42"
"1114","SOUTH MIAMI","9"
"3283","GRAND HAVEN","21"
"3419","BEMIDJI","22"
"4515","ARTESIA","30"
"7672","EL CAMPO","42"
"549","HAWAIIAN GARDENS","4"
"3996","HAMPTON","28"
"7036","CAYCE","39"
"8099","BLUEFIELD","47"
"867","DURANGO","5"
"5492","CAMBRIDGE","34"
"12114","PICAYUNE","23"
"536","COMMERCE","4"
"1366","BAINBRIDGE","10"
"3426","CLOQUET","22"
"1265","HAINES CITY","9"
"1993","WARSAW","13"
"2208","MERRIAM","15"
"5670","FRANKLIN","34"
"7679","VERNON","42"
"7916","MOSES LAKE","46"
"1357","DOUGLAS","10"
"7244","MCMINNVILLE","41"
"2074","SPENCER","14"
"4129","MOUNT HOLLY","29"
"2198","OTTAWA","15"
"1238","NEW PORT RICHEY","9"
"6291","COATESVILLE","37"
"7220","SPRINGFIELD","41"
"2105","FORT MADISON","14"
"5397","URBANA","34"
"7650","MOUNT PLEASANT","42"
"2675","CAMBRIDGE","19"
"2525","BASTROP","17"
"3607","GRENADA","23"
"7907","KELSO","46"
"76125","DANA POINT","4"
"7324","PORT LAVACA","42"
"1051","COCOA BEACH","9"
"3302","BUENA VISTA CHARTER TWP","21"
"7670","BRENHAM","42"
"2467","GEORGETOWN","16"
"7954","CENTRALIA","46"
"4","FAIRFIELD","1"
"3501","MARSHALL","22"
"102883","WASHINGTON","13"
"1246","GULFPORT","9"
"7191","ATHENS","41"
"7598","HENDERSON","42"
"3960","LEBANON","28"
"3010","NILES","21"
"7847","FRONT ROYAL","45"
"1432","HINESVILLE","10"
"166019","NORTH ST. PAUL","22"
"919","CLINTON","6"
"2547","ABBEVILLE","17"
"2540","MORGAN CITY","17"
"4152","GLOUCESTER CITY","29"
"3434","BRAINERD","22"
"3656","YAZOO CITY","23"
"386","CAMDEN","3"
"7305","FREEPORT","42"
"7952","ELLENSBURG","46"
"7767","BRATTLEBORO","44"
"7625","FOREST HILL","42"
"2683","ABERDEEN","19"
"4114","BURLINGTON TOWNSHIP","29"
"2019","SPEEDWAY","13"
"12117","MCCOMB","23"
"32333","YANKTON","40"
"7682","ROUND ROCK","42"
"5608","CIRCLEVILLE","34"
"9672","SAINT AUGUSTINE","9"
"7084","HURON","40"
"7255","LEBANON","41"
"13940","BELLEFONTAINE","34"
"230","JASPER","1"
"3592","CORINTH","23"
"68176","TWENTY-NINE PALMS","4"
"294","CASA GRANDE","2"
"5868","WOODWARD","35"
"1061","DANIA","9"
"7476","MERCEDES","42"
"5702","DURANT","35"
"7093","PIERRE","40"
"41","EUFAULA","1"
"3729","MOBERLY","24"
"3515","FERGUS FALLS","22"
"2549","BOGALUSA","17"
"923","DERBY","6"
"3362","PITTSFIELD TOWNSHIP","21"
"4596","DUNKIRK","31"
"80293","ENDICOTT VILLAGE","31"
"181","ALBERTVILLE","1"
"3858","BEATRICE","26"
"3595","CLEVELAND","23"
"617","UKIAH","4"
"10523","BOONE","14"
"8218","WATERTOWN","48"
"1555","RANTOUL","12"
"3055","ESCANABA","21"
"7335","JACKSONVILLE","42"
"7562","DUMAS","42"
"5369","WILLISTON","33"
"5284","REIDSVILLE","32"
"3158","GRANDVILLE","21"
"572","PALMDALE","4"
"1683","RIVERDALE","12"
"5809","OKMULGEE","35"
"7483","LEVELLAND","42"
"7121","ELIZABETHTON","41"
"3379","HARPER WOODS","21"
"6979","GAFFNEY","39"
"199542","CANTON","23"
"7514","TERRELL","42"
"7491","BORGER","42"
"219","SYLACAUGA","1"
"181067","BAKER","17"
"196","TROY","1"
"5310","MONROE","32"
"7274","BEEVILLE","42"
"5596","WEST CARROLLTON","34"
"3672","BELTON","24"
"1390","COLLEGE PARK","10"
"854","CANON CITY","5"
"7055","ORANGEBURG","39"
"96","OZARK","1"
"7485","SULPHUR SPRINGS","42"
"8007","MARTINSBURG","47"
"4020","CLAREMONT","28"
"405","FORREST CITY","3"
"1647","MARKHAM","12"
"2487","CROWLEY","17"
"1157","LEESBURG","9"
"7881","RADFORD","45"
"1594","CHICAGO RIDGE","12"
"5311","HENDERSON","32"
"7108","SHELBYVILLE","41"
"4037","PLEASANTVILLE","29"
"136253","LAS VEGAS","30"
"2753","NORTH ADAMS","20"
"6218","BUTLER","37"
"7157","GREENEVILLE","41"
"4982","GLENS FALLS","31"
"7090","MITCHELL","40"
"119149","THIBODAUX","17"
"6822","WASHINGTON","37"
"7416","LA MARQUE","42"
"3617","MOSS POINT","23"
"7875","MARTINSVILLE","45"
"223","ALEXANDER CITY","1"
"1472","TIFTON","10"
"1296","DE LAND","9"
"145","SCOTTSBORO","1"
"7303","ANGLETON","42"
"7737","TOOELE","43"
"7991","LACEY","46"
"674","BANNING","4"
"165552","SAULT STE. MARIE","21"
"5676","MARIETTA","34"
"1330","CARROLLTON","10"
"1819","DIXON","12"
"1482","WAYCROSS","10"
"1408","GAINESVILLE","10"
"7406","ROSENBERG","42"
"1359","MOULTRIE","10"
"4541","LAS VEGAS CITY","30"
"5952","PENDLETON","36"
"15740","BALCH SPRINGS","42"
"7368","LANCASTER","42"
"7578","MINERAL WELLS","42"
"7375","HEREFORD","42"
"5200","SANFORD","32"
"4219","GLASSBORO","29"
"5363","JAMESTOWN","33"
"3760","JENNINGS","24"
"5120","NEW BERN","32"
"586","SANTA FE SPRINGS","4"
"3792","SIKESTON","24"
"11453","BENTON TOWNSHIP","21"
"7394","WAXAHACHIE","42"
"5877","OREGON CITY","36"
"88679","JOHNSON CITY VILLAGE","31"
"5112","SHELBY","32"
"3336","OWOSSO","21"
"1260","BARTOW","9"
"2266","LIBERAL","15"
"496","BRAWLEY","4"
"4687","GLOVERSVILLE","31"
"5736","CHICKASHA","35"
"380","BLYTHEVILLE","3"
"3627","GREENWOOD","23"
"1922","STERLING","12"
"6925","CENTRAL FALLS","38"
"220","TALLADEGA","1"
"5356","MANDAN","33"
"4690","BATAVIA","31"
"2167","GREAT BEND","15"
"3405","ANOKA","22"
"355","PARAGOULD","3"
"1754","MOUNT VERNON","12"
"1151","VERO BEACH","9"
"2311","NEWPORT","16"
